#,gender,married,age,service,contract,billing,due
5186,f,s,31,g,n,c,1
5187,f,m,47,g,y,a,0
5188,m,m,79,g,y,a,0
5189,f,m,68,p,n,c,2
5190,f,m,46,g,y,c,0
5191,m,m,76,p,n,c,0
5192,f,s,19,b,y,c,0
5193,f,s,50,b,y,a,0
5194,m,m,70,p,y,c,2
5195,f,m,28,b,n,a,1
5196,f,s,75,p,n,c,0
5197,m,s,29,p,n,a,0
5198,m,s,48,p,y,c,0
5199,m,s,62,b,n,a,0
5200,m,m,52,p,n,c,0
5201,m,s,45,g,n,c,0
5202,m,s,69,b,y,c,0
5203,m,m,45,b,y,c,1
5204,m,s,28,b,y,a,0
5205,m,m,69,p,y,a,0
5206,f,m,50,g,n,c,0
5207,f,m,22,p,y,a,0
5208,f,m,65,g,y,a,1
5209,m,s,32,g,n,a,0
5210,m,s,65,p,n,a,1
5211,m,m,70,g,y,c,1
5212,f,s,67,g,y,a,1
5213,f,s,19,g,y,a,0
5214,m,s,49,p,y,c,2
5215,f,m,68,b,n,a,0
5216,m,m,75,p,y,c,0
5217,f,m,74,g,n,c,1
5218,f,s,34,p,y,c,0
5219,m,s,52,p,y,c,1
5220,f,m,45,b,y,a,0
5221,f,m,45,b,n,a,0
5222,f,s,25,g,y,c,0
5223,m,m,59,b,y,a,0
5224,f,m,60,g,y,a,2
5225,m,m,74,b,n,a,0
5226,m,m,23,p,n,a,0
5227,m,m,68,g,n,c,0
5228,f,m,64,p,n,a,0
5229,f,m,47,b,y,c,0
5230,f,s,43,g,y,c,0
5231,f,s,70,g,y,a,0
5232,f,s,18,g,y,a,0
5233,m,s,78,p,y,a,2
5234,m,s,58,b,n,c,0
5235,f,s,37,g,n,a,0
5236,m,m,76,g,n,c,1
5237,m,s,56,b,n,c,0
5238,f,s,54,b,y,c,1
5239,f,s,71,g,n,a,1
5240,m,s,38,g,y,c,0
5241,f,m,29,p,y,c,1
5242,f,m,34,b,n,a,0
5243,f,m,75,b,y,c,0
5244,m,s,19,p,n,c,1
5245,m,s,76,p,y,a,0
5246,m,m,41,g,y,a,1
5247,f,s,52,p,y,a,0
5248,m,m,58,b,n,c,0
5249,m,m,43,b,n,c,2
5250,m,m,44,p,y,a,0
5251,m,s,20,g,y,c,0
5252,f,s,56,b,y,a,0
5253,m,m,27,b,n,a,0
5254,m,m,64,b,n,c,0
5255,m,m,44,p,y,a,0
5256,m,m,73,b,n,a,0
5257,m,m,44,p,n,a,0
5258,m,m,53,p,n,a,0
5259,m,s,40,p,y,c,0
5260,m,m,19,p,y,c,0
5261,f,m,41,b,n,c,1
5262,f,m,23,p,n,c,1
5263,f,m,77,b,n,c,2
5264,m,s,68,p,y,c,2
5265,m,m,35,p,n,c,0
5266,m,m,72,b,n,c,0
5267,f,s,47,g,y,c,0
5268,m,s,51,p,y,a,0
5269,m,m,18,b,n,a,0
5270,m,s,21,g,n,c,0
5271,m,m,25,g,y,a,0
5272,m,m,54,b,n,a,1
5273,f,s,32,g,y,c,0
5274,f,s,50,b,y,a,2
5275,f,m,72,g,y,c,0
5276,m,m,64,b,n,a,0
5277,f,s,53,b,y,c,1
5278,f,s,18,g,y,a,0
5279,m,m,56,p,y,c,0
5280,f,m,57,p,n,a,0
5281,f,m,40,b,n,c,0
5282,f,s,31,p,y,c,0
5283,m,m,26,p,y,a,0
5284,f,s,22,g,y,a,1
5285,f,m,78,b,y,c,1
5286,m,s,73,b,y,a,1
5287,f,m,39,b,n,c,0
5288,m,m,31,g,y,c,0
5289,m,m,56,g,y,a,0
5290,f,m,69,p,n,a,0
5291,m,m,78,p,y,a,0
5292,m,s,77,g,n,c,0
5293,f,s,39,b,n,c,0
5294,m,m,73,b,y,c,0
5295,m,m,45,g,n,a,0
5296,m,m,54,b,y,c,1
5297,m,s,63,b,y,c,0
5298,m,s,63,g,y,a,0
5299,f,m,25,p,y,c,0
5300,m,m,44,b,n,a,1
5301,m,m,52,p,y,c,0
5302,f,s,54,b,y,c,0
5303,f,m,51,b,y,c,0
5304,m,s,29,g,y,a,0
5305,f,m,59,g,y,c,0
5306,f,m,28,g,n,c,0
5307,f,m,73,p,y,c,0
5308,f,m,54,b,y,c,0
5309,m,m,21,b,n,a,0
5310,m,m,51,b,y,a,0
5311,m,m,55,g,n,c,0
5312,m,s,20,g,y,a,2
5313,f,m,69,g,y,c,0
5314,f,s,63,g,n,c,0
5315,m,m,20,g,n,a,0
5316,f,m,22,b,n,c,2
5317,m,s,70,p,n,a,0
5318,f,m,59,p,y,c,1
5319,m,m,18,p,n,a,0
5320,m,s,79,p,y,a,0
5321,m,m,69,p,n,c,1
5322,f,s,69,b,y,c,1
5323,m,m,55,b,y,a,0
5324,f,s,79,p,y,a,1
5325,m,m,72,p,y,c,0
5326,m,m,39,p,n,c,0
5327,m,m,30,b,y,a,0
5328,m,m,58,g,y,c,0
5329,m,m,79,p,n,c,1
5330,f,s,76,p,y,c,0
5331,m,m,33,p,n,c,0
5332,f,s,23,b,y,a,0
5333,m,m,68,g,y,c,0
5334,m,m,22,b,y,a,0
5335,f,s,74,g,y,a,1
5336,m,m,19,p,y,a,0
5337,f,m,43,g,n,a,0
5338,m,s,65,p,n,c,1
5339,f,m,70,g,n,c,0
5340,f,s,22,b,y,a,0
5341,m,m,18,p,n,c,0
5342,f,m,68,b,y,a,0
5343,m,m,68,p,y,a,0
5344,m,m,43,p,y,c,0
5345,f,s,60,p,y,c,0
5346,f,s,57,g,y,a,0
5347,m,m,56,g,n,a,0
5348,f,m,50,g,n,a,0
5349,m,m,79,b,y,c,0
5350,f,m,72,p,n,a,0
5351,f,m,42,p,n,c,0
5352,m,s,59,p,n,a,0
5353,f,s,32,p,n,a,0
5354,m,m,22,g,n,a,1
5355,m,m,55,p,n,c,2
5356,f,s,43,p,y,a,0
5357,f,m,60,g,y,c,2
5358,m,m,56,g,n,a,0
5359,f,s,60,g,n,a,0
5360,m,s,18,b,y,c,0
5361,m,s,59,g,n,c,0
5362,f,m,30,g,y,c,0
5363,m,s,18,g,n,a,0
5364,m,s,44,g,y,c,2
5365,f,s,31,g,n,a,0
5366,f,m,19,b,y,c,2
5367,m,s,60,g,y,c,2
5368,m,m,67,b,n,a,0
5369,f,m,55,b,y,a,0
5370,f,m,79,b,y,c,0
5371,f,m,23,b,y,c,0
5372,f,m,50,p,y,c,0
5373,f,m,55,b,n,c,0
5374,f,m,54,b,n,c,0
5375,m,s,71,g,y,a,1
5376,f,s,71,p,y,c,0
5377,m,m,38,p,n,a,1
5378,m,s,64,p,y,a,0
5379,m,s,71,p,n,c,0
5380,f,s,49,p,n,c,0
5381,m,m,30,p,y,a,0
5382,f,s,34,p,y,c,0
5383,f,m,52,b,y,c,0
5384,m,m,71,b,n,a,0
5385,f,m,75,g,y,c,1
5386,f,m,41,g,y,c,0
5387,m,s,70,b,y,c,0
5388,m,m,19,p,n,a,0
5389,m,m,55,p,y,c,0
5390,m,m,22,b,y,a,0
5391,f,m,41,g,n,a,1
5392,f,m,39,g,y,c,0
5393,m,s,34,p,y,a,2
5394,m,s,35,b,n,a,0
5395,f,m,32,g,y,a,2
5396,f,m,26,p,n,c,1
5397,m,m,42,g,y,c,0
5398,f,s,48,g,n,a,1
5399,f,m,36,g,n,c,0
5400,m,m,39,g,y,c,0
5401,m,s,52,p,y,c,0
5402,f,m,53,g,y,c,0
5403,m,s,58,b,n,c,2
5404,f,s,51,g,n,a,0
5405,m,m,57,p,n,c,2
5406,m,m,25,b,y,a,1
5407,f,m,34,p,n,a,0
5408,m,m,39,b,n,a,0
5409,m,m,46,p,y,c,0
5410,m,m,24,p,y,c,0
5411,m,m,59,p,n,c,0
5412,f,s,55,p,y,a,0
5413,m,s,34,g,y,a,1
5414,f,s,68,p,y,c,0
5415,f,m,55,g,y,a,0
5416,m,m,51,p,n,c,0
5417,f,s,39,p,n,c,2
5418,m,m,56,b,n,c,0
5419,m,s,68,b,y,c,0
5420,f,s,52,b,y,c,0
5421,f,m,69,b,n,c,0
5422,m,m,70,g,y,a,0
5423,f,s,62,p,y,c,0
5424,f,m,72,g,y,c,0
5425,m,s,41,b,n,a,0
5426,m,s,38,p,n,a,0
5427,f,m,24,g,y,a,1
5428,f,m,62,p,y,c,0
5429,f,m,30,p,y,c,1
5430,m,s,55,g,y,c,0
5431,m,s,38,g,n,a,0
5432,m,s,66,b,n,c,0
5433,f,m,48,b,y,a,0
5434,f,s,76,p,n,c,1
5435,f,s,54,g,y,c,0
5436,m,m,33,p,n,c,2
5437,f,m,55,b,y,c,0
5438,f,s,45,g,y,c,1
5439,f,s,18,b,n,a,0
5440,m,m,79,g,y,a,0
5441,m,m,65,p,n,a,0
5442,m,m,59,b,y,c,0
5443,m,m,37,p,n,c,0
5444,f,s,55,b,y,a,0
5445,m,s,68,p,y,a,0
5446,m,m,77,p,n,a,0
5447,m,m,42,p,y,a,0
5448,m,s,37,g,y,c,1
5449,f,m,36,p,n,c,1
5450,f,s,39,p,n,a,0
5451,m,m,49,b,y,a,0
5452,m,m,24,p,y,c,0
5453,f,m,69,b,y,c,0
5454,f,m,20,g,y,a,0
5455,f,s,34,p,y,c,1
5456,f,m,74,b,n,c,1
5457,m,s,33,g,y,a,0
5458,m,m,73,b,y,c,0
5459,m,m,34,p,y,a,0
5460,m,s,67,p,y,c,1
5461,m,m,35,g,n,c,1
5462,m,s,66,p,y,a,0
5463,f,m,21,g,n,c,2
5464,m,m,40,b,y,a,0
5465,m,m,78,p,n,a,0
5466,m,s,22,p,n,a,0
5467,m,m,59,p,y,a,2
5468,m,s,32,p,n,c,0
5469,m,m,32,p,y,c,0
5470,m,s,69,b,n,c,2
5471,m,s,22,g,n,c,1
5472,f,s,73,b,y,c,0
5473,m,m,70,g,y,c,0
5474,m,m,70,b,n,c,0
5475,f,m,63,p,y,c,0
5476,f,s,61,b,y,c,0
5477,m,m,23,g,n,c,1
5478,m,m,76,b,n,a,0
5479,m,s,18,g,y,a,0
5480,m,m,76,p,y,a,2
5481,f,s,41,p,n,a,0
5482,m,m,18,g,n,c,1
5483,m,s,34,p,n,c,2
5484,m,m,25,b,y,a,1
5485,m,s,66,p,y,c,0
5486,m,m,66,g,n,a,0
5487,m,s,71,g,n,a,2
5488,m,m,24,p,y,c,0
5489,f,m,46,b,n,c,0
5490,m,m,58,b,n,a,0
5491,f,s,66,b,n,c,2
5492,m,m,45,g,y,a,0
5493,m,s,52,g,y,a,0
5494,m,m,72,b,y,a,0
5495,f,s,30,p,n,a,0
5496,f,m,57,b,y,a,0
5497,f,s,32,p,n,a,0
5498,m,m,41,g,y,c,0
5499,f,s,37,b,n,a,0
5500,f,s,31,g,n,c,0
5501,f,s,52,g,y,c,0
5502,m,s,19,b,y,c,0
5503,m,m,54,p,y,a,0
5504,m,s,23,b,n,a,0
5505,f,m,34,p,y,a,0
5506,f,m,67,b,y,a,2
5507,f,s,52,p,n,c,0
5508,f,s,24,g,y,c,0
5509,f,m,50,p,y,c,0
5510,m,s,25,p,y,a,0
5511,f,m,66,g,n,a,0
5512,m,m,41,p,n,a,0
5513,f,m,49,p,n,c,0
5514,m,m,56,p,n,a,0
5515,m,m,61,p,n,c,0
5516,f,m,37,g,y,a,1
5517,m,m,52,p,n,a,0
5518,m,m,43,b,y,a,2
5519,m,s,36,b,n,a,0
5520,m,m,62,g,n,c,0
5521,f,s,40,b,y,a,0
5522,f,m,52,p,n,a,0
5523,f,m,41,g,n,c,1
5524,f,s,61,p,y,c,0
5525,f,m,73,b,y,a,0
5526,m,m,36,b,n,a,0
5527,m,m,22,p,y,a,0
5528,f,m,29,b,n,c,0
5529,m,s,25,g,n,c,0
5530,m,s,29,g,y,a,0
5531,m,m,22,p,y,c,0
5532,m,s,45,p,y,c,0
5533,m,s,55,g,y,c,0
5534,f,s,31,g,n,a,0
5535,m,m,68,b,y,c,0
5536,f,m,77,p,n,a,0
5537,m,m,45,p,y,c,2
5538,m,s,73,p,y,c,0
5539,f,m,51,p,n,a,1
5540,f,s,66,g,y,c,0
5541,f,s,45,p,n,c,0
5542,m,m,67,p,n,c,0
5543,m,m,67,b,n,a,0
5544,m,m,63,b,n,a,0
5545,f,m,63,b,y,c,0
5546,m,s,70,b,y,c,0
5547,m,m,48,g,y,a,1
5548,m,s,42,g,y,a,0
5549,f,s,30,b,y,a,0
5550,m,m,20,p,y,c,0
5551,f,s,46,g,n,c,1
5552,f,m,53,g,y,a,1
5553,f,m,27,b,y,a,0
5554,f,s,78,p,n,a,0
5555,f,m,28,b,n,a,0
5556,m,m,79,b,n,c,0
5557,m,m,33,p,n,a,0
5558,f,s,20,g,y,c,1
5559,f,m,18,b,n,a,0
5560,f,m,32,p,n,a,2
5561,m,m,60,g,y,c,0
5562,m,s,59,p,y,a,0
5563,m,s,60,g,y,a,0
5564,f,s,57,g,n,c,2
5565,m,m,20,b,y,c,0
5566,m,s,76,g,y,c,0
5567,f,m,35,p,n,a,0
5568,m,m,48,g,n,c,0
5569,m,m,72,g,n,c,0
5570,f,m,22,p,n,c,1
5571,m,m,29,g,y,c,0
5572,m,s,39,g,n,c,0
5573,m,s,53,p,n,c,1
5574,f,s,29,b,n,a,1
5575,f,s,57,p,y,a,1
5576,m,m,68,b,n,c,0
5577,m,m,45,b,y,a,0
5578,m,m,33,b,y,c,0
5579,m,s,27,p,y,a,0
5580,m,m,26,b,n,c,0
5581,m,s,37,b,n,a,0
5582,f,m,34,p,y,a,2
5583,f,m,47,b,n,c,0
5584,f,s,44,g,y,c,0
5585,m,m,64,b,n,a,0
5586,f,s,49,b,y,c,0
5587,f,m,56,b,n,c,0
5588,f,m,60,g,n,c,0
5589,m,m,38,g,y,a,0
5590,f,s,61,p,y,a,0
5591,m,m,39,b,y,a,0
5592,m,m,41,b,n,c,0
5593,m,m,73,p,y,a,0
5594,f,s,35,g,y,a,0
5595,f,m,42,p,y,a,0
5596,f,s,39,p,n,c,0
5597,m,m,49,b,n,a,0
5598,f,m,47,b,y,c,1
5599,f,m,53,g,y,a,0
5600,f,s,64,p,y,c,0
5601,m,m,20,g,n,a,0
5602,m,m,65,p,y,a,0
5603,m,m,29,g,n,a,0
5604,f,s,54,p,y,c,0
5605,m,s,18,p,y,a,0
5606,m,m,79,b,n,c,1
5607,f,m,20,g,y,c,0
5608,f,s,52,b,y,a,0
5609,f,m,49,p,n,a,0
5610,f,s,63,p,n,a,0
5611,m,m,76,p,n,c,0
5612,f,m,79,g,n,c,0
5613,f,m,62,b,y,a,0
5614,f,s,32,p,y,a,2
5615,f,s,69,b,y,a,1
5616,m,s,50,b,n,a,0
5617,f,m,39,b,n,c,0
5618,m,m,20,b,y,c,0
5619,f,m,72,b,y,a,0
5620,m,m,69,b,n,a,0
5621,m,s,29,p,y,a,0
5622,m,s,35,p,y,a,0
5623,f,s,53,p,n,c,1
5624,m,s,20,p,y,c,2
5625,f,m,78,b,y,a,0
5626,m,s,71,p,n,a,2
5627,m,s,32,p,n,a,0
5628,f,m,78,b,y,c,0
5629,f,s,79,b,n,a,1
5630,m,m,57,g,n,c,0
5631,m,m,48,p,y,a,0
5632,f,s,73,p,y,a,0
5633,m,s,46,g,n,a,0
5634,m,m,22,p,n,c,0
5635,m,m,27,g,n,c,0
5636,m,m,24,b,n,c,1
5637,f,s,68,p,n,a,0
5638,f,s,37,p,y,a,2
5639,m,s,35,b,y,c,0
5640,m,m,36,p,n,c,0
5641,m,m,64,b,n,c,0
5642,m,m,18,p,y,c,1
5643,m,m,51,b,n,c,0
5644,m,s,21,p,y,a,0
5645,f,m,34,p,y,a,1
5646,f,m,79,g,n,c,0
5647,f,s,52,b,n,a,0
5648,f,m,28,b,y,c,0
5649,m,m,43,g,n,a,1
5650,m,s,56,g,n,a,2
5651,f,m,51,b,n,c,0
5652,m,m,26,b,n,a,0
5653,f,m,31,b,n,a,1
5654,f,m,56,b,n,a,0
5655,f,s,48,g,y,c,2
5656,f,m,21,b,n,c,1
5657,m,m,31,p,n,c,0
5658,m,m,48,b,y,c,2
5659,m,m,66,g,n,c,0
5660,f,s,20,g,n,a,1
5661,f,m,69,b,n,a,1
5662,f,m,41,p,y,c,0
5663,m,m,43,b,y,a,2
5664,m,m,22,b,n,a,1
5665,f,m,23,p,n,c,1
5666,m,s,19,b,y,a,0
5667,m,m,34,b,n,c,1
5668,f,m,51,g,y,c,0
5669,f,s,73,p,n,c,0
5670,f,m,32,p,n,c,2
5671,f,m,74,p,n,c,1
5672,f,s,70,b,n,c,0
5673,m,m,24,g,y,a,1
5674,m,m,18,p,y,c,1
5675,m,m,43,g,n,a,0
5676,m,m,67,b,n,c,0
5677,m,m,32,b,y,c,0
5678,f,m,79,p,n,c,0
5679,f,m,32,g,n,c,0
5680,m,m,74,g,n,a,0
5681,f,m,79,p,n,a,0
5682,f,m,38,p,n,c,0
5683,m,m,53,p,y,a,0
5684,m,s,70,g,y,c,0
5685,f,s,32,b,n,c,2
5686,m,s,78,g,n,c,0
5687,m,s,48,g,y,c,0
5688,m,m,30,g,n,a,0
5689,f,m,61,p,n,a,1
5690,m,m,42,p,y,c,1
5691,m,m,57,b,y,c,0
5692,f,s,55,b,y,c,2
5693,m,s,28,g,n,c,0
5694,m,m,35,g,n,c,0
5695,f,s,35,p,n,c,2
5696,f,m,31,g,n,c,1
5697,m,m,39,p,n,a,0
5698,m,s,75,p,y,c,0
5699,m,s,69,p,y,a,0
5700,m,m,59,p,n,a,0
5701,f,m,70,b,n,a,1
5702,f,m,61,g,n,a,2
5703,f,m,28,b,n,a,0
5704,f,m,33,g,n,a,0
5705,m,m,45,p,y,a,0
5706,f,m,30,g,y,a,0
5707,f,s,29,g,n,c,0
5708,f,s,67,p,y,c,0
5709,f,m,49,b,y,a,0
5710,m,m,62,p,n,a,0
5711,m,s,57,g,n,a,0
5712,m,s,50,p,y,c,0
5713,m,m,48,g,n,a,0
5714,f,m,64,p,y,c,0
5715,m,m,71,g,y,c,0
5716,f,s,53,g,n,a,0
5717,m,m,42,p,y,c,0
5718,f,m,62,b,y,c,0
5719,f,m,65,g,n,c,0
5720,f,s,53,b,n,a,0
5721,f,s,37,b,n,a,0
5722,m,m,56,p,y,c,2
5723,f,m,49,g,n,c,0
5724,m,m,52,b,n,a,1
5725,m,m,74,p,y,c,0
5726,m,m,47,g,y,c,1
5727,m,m,63,b,y,a,0
5728,m,s,31,p,n,a,2
5729,f,s,22,b,n,a,0
5730,f,s,61,b,n,a,0
5731,m,s,41,p,y,c,1
5732,m,m,67,g,n,c,1
5733,m,m,64,b,y,a,2
5734,m,s,60,g,y,a,0
5735,m,s,65,b,y,c,0
5736,f,s,28,b,y,c,0
5737,f,s,23,b,y,c,0
5738,m,m,25,p,n,a,0
5739,f,m,49,b,y,c,0
5740,f,s,36,p,n,c,1
5741,f,s,70,p,y,c,0
5742,m,m,39,g,y,c,0
5743,f,m,76,p,n,a,1
5744,m,m,70,p,n,c,0
5745,f,s,65,p,y,a,0
5746,m,m,24,g,n,c,1
5747,f,s,24,g,y,a,0
5748,m,s,58,p,n,a,2
5749,m,m,67,g,n,a,1
5750,m,s,28,p,y,a,0
5751,f,m,47,p,y,a,0
5752,m,s,65,p,n,c,0
5753,f,s,63,b,n,a,0
5754,m,m,26,p,y,a,1
5755,m,m,74,b,y,a,1
5756,m,m,25,p,y,a,0
5757,m,s,24,b,n,c,0
5758,m,s,67,p,y,c,1
5759,f,m,19,p,n,c,0
5760,f,s,77,p,n,c,0
5761,f,s,76,g,y,a,0
5762,m,s,75,b,y,c,0
5763,m,s,34,b,y,a,0
5764,m,m,55,g,n,a,0
5765,m,m,59,p,n,a,0
5766,m,m,46,g,n,c,1
5767,m,m,55,p,n,a,0
5768,m,s,18,g,y,a,0
5769,m,m,25,g,y,a,1
5770,m,m,73,g,n,a,0
5771,m,m,59,g,y,c,0
5772,f,s,22,p,n,a,0
5773,f,m,52,p,y,c,0
5774,m,m,62,g,y,c,0
5775,f,m,57,g,y,a,0
5776,f,m,62,b,n,c,0
5777,m,m,32,b,y,c,0
5778,m,m,61,p,y,c,0
5779,f,m,38,p,n,a,0
5780,f,m,73,g,y,a,2
5781,f,m,74,g,y,c,2
5782,m,s,30,p,n,c,0
5783,m,m,31,b,y,a,0
5784,m,m,59,p,n,c,0
5785,f,m,49,p,n,c,0
5786,f,s,52,p,n,c,1
5787,f,m,32,b,n,c,0
5788,m,m,62,p,n,a,2
5789,f,s,61,g,y,c,0
5790,m,s,27,b,n,c,2
5791,m,m,53,b,n,a,0
5792,f,s,59,b,n,a,2
5793,m,m,56,b,n,c,0
5794,m,s,44,b,n,c,0
5795,m,m,26,p,y,c,2
5796,f,s,54,b,y,c,0
5797,f,s,64,g,n,c,0
5798,f,s,28,g,y,a,1
5799,m,s,25,b,n,a,0
5800,m,m,29,p,n,a,0
5801,m,s,18,g,y,a,2
5802,m,m,28,b,n,c,0
5803,f,m,39,b,n,c,0
5804,f,s,42,p,y,a,1
5805,f,s,18,g,n,c,0
5806,m,s,78,g,n,a,0
5807,m,m,60,p,y,a,1
5808,f,s,50,b,n,c,0
5809,f,m,70,g,n,a,0
5810,f,m,78,p,n,c,0
5811,f,m,30,b,n,c,2
5812,f,m,70,p,y,c,2
5813,f,m,59,p,n,a,0
5814,m,s,18,p,y,a,0
5815,m,s,44,b,n,a,0
5816,m,s,37,p,n,a,0
5817,f,s,75,p,n,a,0
5818,m,m,38,p,n,c,0
5819,f,m,32,p,y,c,0
5820,m,s,46,p,n,c,0
5821,m,m,58,p,n,a,0
5822,m,s,29,b,y,a,0
5823,f,m,31,p,n,c,0
5824,m,s,74,p,n,a,0
5825,m,m,47,b,y,c,0
5826,m,m,56,p,y,a,0
5827,f,m,19,p,y,a,0
5828,m,s,54,g,n,c,0
5829,f,m,65,b,n,c,1
5830,f,s,20,b,n,c,0
5831,f,s,70,p,n,a,0
5832,m,s,19,g,y,c,0
5833,m,m,78,g,y,a,0
5834,m,m,38,p,n,c,0
5835,m,s,19,b,n,c,2
5836,m,m,42,p,y,a,0
5837,f,m,47,p,y,a,0
5838,m,m,79,p,n,c,0
5839,f,m,79,g,n,a,0
5840,f,m,54,g,y,c,2
5841,f,m,35,b,y,a,1
5842,f,s,45,g,n,c,1
5843,f,m,33,p,y,c,1
5844,f,m,66,p,n,a,1
5845,m,s,71,g,y,c,0
5846,m,s,31,p,y,c,2
5847,f,m,66,p,n,c,1
5848,f,m,69,g,y,a,0
5849,f,s,26,p,n,c,0
5850,f,m,42,p,y,a,0
5851,m,m,29,p,y,a,0
5852,f,m,74,g,y,c,0
5853,f,m,35,p,y,c,0
5854,f,m,28,b,n,c,0
5855,m,m,19,b,y,c,0
5856,f,m,75,p,n,c,1
5857,f,m,32,g,n,c,0
5858,m,m,78,g,y,a,0
5859,m,m,50,b,n,a,0
5860,f,s,66,p,y,c,1
5861,m,s,60,p,y,a,1
5862,m,s,69,p,n,a,0
5863,f,m,66,b,n,c,0
5864,f,s,77,g,n,a,0
5865,m,s,74,g,n,c,0
5866,m,s,33,p,n,c,0
5867,m,m,26,g,y,a,0
5868,f,m,79,g,y,a,0
5869,m,m,47,b,y,a,0
5870,f,m,37,b,y,a,1
5871,m,m,66,g,n,a,0
5872,f,m,23,b,y,c,0
5873,m,s,48,p,y,c,0
5874,m,m,72,b,n,c,2
5875,f,s,33,g,y,a,0
5876,m,m,28,p,y,c,0
5877,m,m,66,b,y,c,0
5878,f,s,34,g,n,c,1
5879,m,m,35,p,n,c,0
5880,f,s,42,b,n,a,0
5881,m,m,36,p,n,a,0
5882,f,m,73,g,n,a,0
5883,m,s,19,p,y,c,0
5884,m,s,34,b,n,c,0
5885,m,m,36,g,y,c,0
5886,f,m,42,p,n,c,0
5887,f,s,47,b,y,a,1
5888,m,m,70,p,n,c,0
5889,m,s,19,g,n,a,0
5890,f,m,41,g,n,a,0
5891,m,s,59,b,y,c,0
5892,f,s,34,g,n,a,0
5893,f,s,45,b,n,a,1
5894,m,m,41,g,n,a,0
5895,f,s,35,g,y,a,0
5896,m,s,21,g,n,c,0
5897,m,s,40,p,n,c,1
5898,m,m,76,b,n,a,0
5899,m,m,39,b,y,c,0
5900,m,m,65,g,n,a,2
5901,f,s,42,g,y,c,2
5902,m,s,37,b,y,a,0
5903,m,m,30,g,y,c,0
5904,f,m,31,p,y,c,0
5905,m,s,61,p,n,c,0
5906,f,s,39,b,n,c,0
5907,m,m,48,p,y,a,0
5908,f,s,70,b,y,c,0
5909,m,s,61,g,n,a,1
5910,m,m,68,b,n,c,0
5911,f,m,35,b,y,a,0
5912,m,m,22,g,n,c,0
5913,m,s,59,p,y,c,0
5914,f,s,34,g,y,a,0
5915,f,m,41,b,y,c,0
5916,f,m,78,b,y,c,0
5917,m,s,78,p,y,a,1
5918,f,m,22,g,y,c,0
5919,m,m,37,p,n,a,0
5920,m,m,26,b,y,a,1
5921,m,s,33,p,y,a,0
5922,f,m,50,b,n,a,0
5923,m,s,57,b,y,c,0
5924,f,m,72,g,n,c,0
5925,m,m,36,g,y,a,0
5926,m,s,34,p,y,a,0
5927,f,m,70,g,n,c,1
5928,f,m,50,b,y,a,0
5929,f,s,29,b,y,a,0
5930,f,s,43,p,n,a,1
5931,f,s,23,p,n,a,1
5932,f,s,77,g,y,c,1
5933,f,m,53,p,y,c,2
5934,f,m,20,g,y,c,1
5935,f,m,24,b,y,c,2
5936,m,s,20,b,y,a,1
5937,m,s,42,b,n,c,0
5938,m,s,34,b,n,c,0
5939,f,s,39,g,n,a,1
5940,m,m,69,g,n,a,0
5941,m,m,35,b,n,a,0
5942,m,s,57,p,y,c,0
5943,f,s,20,b,n,c,0
5944,f,m,75,g,y,c,0
5945,m,m,34,p,n,a,0
5946,f,m,66,p,y,a,2
5947,m,m,20,b,y,a,1
5948,m,m,52,p,n,c,1
5949,f,m,78,b,n,c,0
5950,f,s,24,g,y,a,0
5951,m,m,77,g,n,c,0
5952,f,s,71,p,n,c,0
5953,m,m,65,b,y,c,0
5954,m,m,57,p,n,a,1
5955,m,m,62,p,y,c,0
5956,m,m,55,g,n,c,0
5957,m,s,30,b,y,a,0
5958,f,m,27,g,y,c,0
5959,m,s,19,g,n,a,0
5960,m,m,32,p,y,a,0
5961,f,m,38,g,n,a,1
5962,f,s,60,p,n,c,2
5963,f,s,46,b,y,c,0
5964,m,s,24,g,n,c,1
5965,f,s,51,g,y,a,0
5966,f,m,29,p,y,c,0
5967,f,m,47,p,n,c,1
5968,m,m,76,g,n,c,0
5969,f,s,43,g,n,a,0
5970,f,m,58,g,n,a,0
5971,f,m,70,g,y,c,0
5972,m,s,42,b,n,a,0
5973,f,s,29,p,n,c,0
5974,m,m,23,p,n,c,0
5975,m,m,71,p,y,a,1
5976,f,m,34,g,y,a,0
5977,m,m,73,p,n,c,0
5978,m,s,63,p,y,c,0
5979,f,s,44,b,y,c,0
5980,f,m,70,p,n,a,0
5981,f,m,41,p,n,a,1
5982,f,m,39,p,n,c,0
5983,m,m,46,p,y,c,0
5984,f,s,79,p,y,c,0
5985,f,m,63,b,y,c,0
5986,f,m,20,b,y,a,0
5987,m,m,38,b,y,a,0
5988,f,m,26,g,n,a,0
5989,f,m,37,b,n,c,1
5990,m,s,39,p,n,a,0
5991,f,s,39,p,n,c,0
5992,m,s,39,g,y,a,0
5993,f,m,22,g,y,a,1
5994,f,s,57,b,y,a,1
5995,m,m,48,b,n,c,0
5996,f,s,21,b,n,c,0
5997,m,m,27,b,n,a,0
5998,f,s,22,b,y,c,0
5999,m,m,36,p,n,a,0
6000,f,m,42,p,n,c,0
6001,f,s,30,b,n,c,0
6002,m,s,72,b,n,c,0
6003,m,s,42,p,n,c,1
6004,m,s,33,b,y,c,0
6005,m,m,69,b,y,c,0
6006,f,s,52,p,y,a,0
6007,f,m,19,b,y,c,0
